PM2_5_ISPU,PM10_ISPU,CO_ISPU,NO2_ISPU,O3_ISPU,Kualitas_Udara
25,25,23,57,15,Sedang
303,90,38,12,341,Berbahaya
56,13,72,15,11,Sedang
78,60,37,2,69,Sedang
57,16,28,29,6,Sedang
137,122,82,72,101,Tidak_Sehat
37,200,61,120,47,Tidak_Sehat
70,161,172,52,141,Tidak_Sehat
327,268,374,253,58,Berbahaya
28,60,51,50,45,Sedang
17,26,42,54,32,Sedang
73,147,100,163,70,Tidak_Sehat
199,324,150,374,123,Berbahaya
50,42,4,4,29,Baik
426,373,53,374,388,Berbahaya
286,344,228,99,437,Berbahaya
299,344,239,51,280,Berbahaya
84,8,59,14,92,Sedang
0,181,173,297,247,Sangat_Tidak_Sehat
53,54,227,20,186,Sangat_Tidak_Sehat
28,50,68,73,49,Sedang
31,24,32,6,11,Baik
172,48,122,463,105,Berbahaya
17,42,79,96,92,Sedang
73,51,6,21,55,Sedang
11,16,47,25,79,Sedang
67,63,19,114,13,Tidak_Sehat
50,46,49,1,27,Baik
19,48,20,9,4,Baik
213,72,279,157,271,Sangat_Tidak_Sehat
31,56,53,157,143,Tidak_Sehat
20,123,89,71,93,Tidak_Sehat
45,1,42,0,50,Baik
7,24,45,3,32,Baik
43,14,77,69,84,Sedang
84,14,25,47,18,Sedang
44,120,103,58,92,Tidak_Sehat
417,208,303,72,391,Berbahaya
19,146,231,39,166,Sangat_Tidak_Sehat
195,95,185,4,15,Tidak_Sehat
34,0,34,36,46,Baik
234,174,59,73,206,Sangat_Tidak_Sehat
355,228,184,111,346,Berbahaya
43,10,16,3,46,Baik
50,252,260,211,211,Sangat_Tidak_Sehat
19,49,163,91,174,Tidak_Sehat
215,90,401,406,156,Berbahaya
24,1,34,6,20,Baik
143,17,300,174,287,Sangat_Tidak_Sehat
72,182,188,353,46,Berbahaya
25,33,45,33,28,Baik
12,68,66,60,78,Sedang
63,43,34,54,22,Sedang
15,113,83,12,19,Tidak_Sehat
187,337,22,260,193,Berbahaya
54,159,59,227,210,Sangat_Tidak_Sehat
179,105,80,50,28,Tidak_Sehat
31,183,23,193,12,Tidak_Sehat
3,26,16,11,21,Baik
15,200,149,191,232,Sangat_Tidak_Sehat
14,52,37,139,71,Tidak_Sehat
180,494,398,202,201,Berbahaya
5,0,46,22,38,Baik
443,308,22,332,72,Berbahaya
75,275,267,380,315,Berbahaya
21,85,25,149,148,Tidak_Sehat
168,132,86,14,122,Tidak_Sehat
145,73,236,17,139,Sangat_Tidak_Sehat
36,387,292,178,447,Berbahaya
500,328,167,239,371,Berbahaya
148,42,81,167,136,Tidak_Sehat
34,21,42,14,21,Baik
145,494,488,71,353,Berbahaya
27,13,9,15,15,Baik
83,79,54,17,33,Sedang
21,20,5,0,4,Baik
228,272,218,309,112,Berbahaya
300,237,172,300,87,Sangat_Tidak_Sehat
171,249,90,4,198,Sangat_Tidak_Sehat
9,77,48,40,89,Sedang
124,112,137,70,102,Tidak_Sehat
13,27,29,55,38,Sedang
248,250,56,181,193,Sangat_Tidak_Sehat
60,162,98,401,57,Berbahaya
100,28,38,59,40,Sedang
42,16,67,212,182,Sangat_Tidak_Sehat
25,3,59,15,14,Sedang
35,158,136,125,76,Tidak_Sehat
13,33,19,10,15,Baik
124,52,87,205,113,Sangat_Tidak_Sehat
50,66,28,9,38,Sedang
195,32,199,163,181,Tidak_Sehat
50,17,15,7,32,Baik
15,121,42,43,46,Tidak_Sehat
288,178,68,59,248,Sangat_Tidak_Sehat
58,182,331,300,95,Berbahaya
92,180,297,218,142,Sangat_Tidak_Sehat
143,190,108,178,234,Sangat_Tidak_Sehat
15,21,27,19,32,Baik
14,2,155,169,101,Tidak_Sehat
203,468,258,154,498,Berbahaya
60,50,8,75,76,Sedang
46,48,10,20,25,Baik
42,7,67,11,15,Sedang
115,72,67,14,50,Tidak_Sehat
30,190,65,264,201,Sangat_Tidak_Sehat
26,33,50,0,31,Baik
8,14,39,24,4,Baik
43,53,89,2,6,Sedang
340,298,75,492,305,Berbahaya
189,58,36,24,15,Tidak_Sehat
27,46,14,5,43,Baik
131,61,261,310,231,Berbahaya
35,34,44,8,37,Baik
13,70,48,53,30,Sedang
37,137,53,195,133,Tidak_Sehat
334,188,308,248,364,Berbahaya
78,103,9,20,36,Tidak_Sehat
29,37,33,11,18,Baik
18,8,34,20,8,Baik
125,108,46,213,474,Berbahaya
443,214,104,446,296,Berbahaya
36,81,61,89,100,Sedang
16,44,42,33,8,Baik
196,22,16,165,157,Tidak_Sehat
38,8,34,12,14,Baik
118,33,143,172,140,Tidak_Sehat
2,16,65,90,51,Sedang
25,32,20,34,33,Baik
15,29,39,1,16,Baik
325,121,77,312,87,Berbahaya
85,18,17,63,34,Sedang
76,164,259,104,23,Sangat_Tidak_Sehat
5,31,144,37,222,Sangat_Tidak_Sehat
57,229,362,18,140,Berbahaya
145,178,207,54,203,Sangat_Tidak_Sehat
135,250,145,57,264,Sangat_Tidak_Sehat
128,231,238,101,80,Sangat_Tidak_Sehat
202,45,184,137,149,Sangat_Tidak_Sehat
37,21,25,42,38,Baik
39,3,1,5,41,Baik
44,18,10,12,7,Baik
33,45,13,3,29,Baik
17,129,79,257,224,Sangat_Tidak_Sehat
22,43,1,37,16,Baik
77,357,232,278,29,Berbahaya
43,48,39,10,2,Baik
32,221,183,156,52,Sangat_Tidak_Sehat
430,383,394,195,243,Berbahaya
8,2,50,30,39,Baik
75,281,99,47,73,Sangat_Tidak_Sehat
46,39,48,11,26,Baik
119,234,57,175,53,Sangat_Tidak_Sehat
198,50,168,23,151,Tidak_Sehat
242,39,181,267,37,Sangat_Tidak_Sehat
2,0,32,39,9,Baik
147,446,327,129,82,Berbahaya
500,141,401,383,310,Berbahaya
58,0,16,11,58,Sedang
38,20,0,51,3,Sedang
153,287,97,210,47,Sangat_Tidak_Sehat
141,259,102,198,199,Sangat_Tidak_Sehat
35,37,38,49,36,Baik
38,48,43,68,33,Sedang
21,116,17,46,80,Tidak_Sehat
292,233,169,185,56,Sangat_Tidak_Sehat
84,112,79,115,135,Tidak_Sehat
30,281,362,65,315,Berbahaya
56,94,91,31,73,Sedang
20,29,23,43,41,Baik
163,437,355,130,372,Berbahaya
24,17,24,11,14,Baik
403,208,359,377,384,Berbahaya
368,129,265,74,89,Berbahaya
25,35,54,63,77,Sedang
14,33,35,5,38,Baik
31,311,260,366,93,Berbahaya
18,31,0,4,44,Baik
159,193,268,65,253,Sangat_Tidak_Sehat
27,48,24,32,37,Baik
113,46,8,62,33,Tidak_Sehat
210,297,0,300,283,Sangat_Tidak_Sehat
42,36,32,7,43,Baik
174,30,87,61,18,Tidak_Sehat
260,115,149,267,164,Sangat_Tidak_Sehat
126,31,48,12,156,Tidak_Sehat
14,143,76,290,184,Sangat_Tidak_Sehat
127,211,26,134,128,Sangat_Tidak_Sehat
180,149,140,139,9,Tidak_Sehat
164,132,33,38,66,Tidak_Sehat
80,75,10,1,49,Sedang
58,4,40,34,18,Sedang
418,37,398,357,295,Berbahaya
17,57,59,143,26,Tidak_Sehat
20,38,18,22,10,Baik
82,166,140,77,222,Sangat_Tidak_Sehat
389,16,352,310,245,Berbahaya
83,24,29,81,100,Sedang
3,47,46,24,20,Baik
281,386,347,165,291,Berbahaya
125,107,58,0,96,Tidak_Sehat
319,57,17,35,128,Berbahaya
42,99,57,12,51,Sedang
235,17,86,241,22,Sangat_Tidak_Sehat
45,39,45,6,22,Baik
46,64,31,31,41,Sedang
141,168,202,18,79,Sangat_Tidak_Sehat
172,133,185,20,3,Tidak_Sehat
474,439,197,286,52,Berbahaya
74,202,73,160,185,Sangat_Tidak_Sehat
60,6,15,66,39,Sedang
131,200,111,32,213,Sangat_Tidak_Sehat
5,25,3,18,19,Baik
43,10,38,3,50,Baik
64,35,51,18,43,Sedang
179,23,101,201,114,Sangat_Tidak_Sehat
116,92,86,44,94,Tidak_Sehat
138,153,150,116,79,Tidak_Sehat
43,211,351,356,33,Berbahaya
200,23,237,43,221,Sangat_Tidak_Sehat
87,283,229,125,50,Sangat_Tidak_Sehat
39,49,22,59,12,Sedang
45,0,50,44,12,Baik
187,113,174,399,62,Berbahaya
343,271,147,37,459,Berbahaya
382,241,279,423,467,Berbahaya
8,76,78,94,14,Sedang
130,54,187,57,62,Tidak_Sehat
45,33,32,22,27,Baik
46,32,4,47,18,Baik
212,245,136,60,34,Sangat_Tidak_Sehat
71,24,76,89,58,Sedang
24,29,13,6,16,Baik
30,15,31,31,33,Baik
11,51,3,41,12,Sedang
409,221,363,148,243,Berbahaya
433,51,48,455,99,Berbahaya
80,146,192,190,158,Tidak_Sehat
56,72,28,80,12,Sedang
214,113,319,24,120,Berbahaya
145,111,245,41,40,Sangat_Tidak_Sehat
319,65,244,419,43,Berbahaya
262,71,242,382,396,Berbahaya
223,278,2,128,294,Sangat_Tidak_Sehat
39,54,44,63,42,Sedang
88,31,37,98,15,Sedang
22,44,89,81,87,Sedang
177,322,116,178,272,Berbahaya
47,162,86,110,177,Tidak_Sehat
190,76,171,126,54,Tidak_Sehat
36,117,48,240,74,Sangat_Tidak_Sehat
44,1,40,20,1,Baik
153,10,137,61,318,Berbahaya
136,138,98,111,51,Tidak_Sehat
11,35,34,11,6,Baik
59,30,78,1,26,Sedang
89,218,263,95,31,Sangat_Tidak_Sehat
24,21,27,55,22,Sedang
36,365,262,75,295,Berbahaya
37,12,46,24,8,Baik
22,78,126,90,5,Tidak_Sehat
13,120,132,7,15,Tidak_Sehat
213,365,33,375,165,Berbahaya
96,99,59,69,36,Sedang
60,30,93,60,73,Sedang
17,20,12,20,7,Baik
11,7,19,2,15,Baik
299,450,474,51,474,Berbahaya
51,317,162,189,376,Berbahaya
177,58,189,161,166,Tidak_Sehat
62,38,12,65,8,Sedang
34,29,191,178,286,Sangat_Tidak_Sehat
154,100,59,42,493,Berbahaya
170,41,59,329,201,Berbahaya
58,80,87,4,47,Sedang
90,77,46,97,57,Sedang
26,10,50,49,16,Baik
50,13,26,17,27,Baik
384,30,7,279,202,Berbahaya
38,53,25,54,32,Sedang
229,394,267,445,410,Berbahaya
5,55,46,24,50,Sedang
18,298,157,111,143,Sangat_Tidak_Sehat
261,34,4,75,252,Sangat_Tidak_Sehat
124,174,264,353,198,Berbahaya
101,291,203,201,53,Sangat_Tidak_Sehat
42,48,41,56,48,Sedang
76,14,26,97,79,Sedang
246,3,280,336,248,Berbahaya
168,341,170,56,82,Berbahaya
24,23,12,6,35,Baik
22,43,25,3,25,Baik
135,41,110,28,123,Tidak_Sehat
24,6,8,23,0,Baik
184,223,12,143,217,Sangat_Tidak_Sehat
5,128,156,114,56,Tidak_Sehat
148,326,362,168,434,Berbahaya
25,69,82,66,0,Sedang
134,12,276,177,233,Sangat_Tidak_Sehat
215,224,210,221,89,Sangat_Tidak_Sehat
19,34,46,1,29,Baik
61,57,13,35,91,Sedang
180,225,246,163,70,Sangat_Tidak_Sehat
30,354,200,452,454,Berbahaya
41,168,248,379,271,Berbahaya
20,71,39,14,51,Sedang
125,414,60,316,101,Berbahaya
162,55,54,19,49,Tidak_Sehat
30,27,43,5,40,Baik
312,63,368,79,342,Berbahaya
222,92,4,260,24,Sangat_Tidak_Sehat
339,361,319,441,380,Berbahaya
138,72,242,193,236,Sangat_Tidak_Sehat
113,22,492,313,275,Berbahaya
34,33,22,29,7,Baik
302,230,97,116,109,Berbahaya
25,38,27,4,7,Baik
2,67,85,47,53,Sedang
233,270,173,186,224,Sangat_Tidak_Sehat
153,401,217,27,129,Berbahaya
102,162,45,4,112,Tidak_Sehat
123,136,125,28,120,Tidak_Sehat
87,43,77,45,109,Tidak_Sehat
45,146,83,152,90,Tidak_Sehat
419,129,253,444,28,Berbahaya
16,17,44,28,19,Baik
277,288,141,60,224,Sangat_Tidak_Sehat
56,48,44,65,44,Sedang
69,10,137,153,30,Tidak_Sehat
170,20,14,162,186,Tidak_Sehat
3,23,28,18,5,Baik
12,281,10,80,260,Sangat_Tidak_Sehat
179,256,267,370,401,Berbahaya
39,11,11,45,46,Baik
186,247,336,18,91,Berbahaya
22,47,21,16,4,Baik
8,18,46,13,37,Baik
0,258,87,196,91,Sangat_Tidak_Sehat
43,67,47,183,74,Tidak_Sehat
101,165,43,30,76,Tidak_Sehat
145,220,133,229,209,Sangat_Tidak_Sehat
45,13,9,1,45,Baik
43,7,23,10,50,Baik
95,33,130,116,38,Tidak_Sehat
47,10,12,49,10,Baik
198,149,22,58,189,Tidak_Sehat
40,47,18,47,38,Baik
83,219,105,93,62,Sangat_Tidak_Sehat
27,76,293,2,36,Sangat_Tidak_Sehat
28,107,92,12,2,Tidak_Sehat
70,273,133,65,291,Sangat_Tidak_Sehat
236,210,17,133,219,Sangat_Tidak_Sehat
13,1,39,2,61,Sedang
18,33,13,3,47,Baik
464,132,13,280,43,Berbahaya
137,12,148,99,137,Tidak_Sehat
42,54,25,3,0,Sedang
27,46,7,33,34,Baik
25,18,27,16,42,Baik
97,119,36,157,0,Tidak_Sehat
42,13,27,63,58,Sedang
185,117,143,34,144,Tidak_Sehat
0,44,50,23,34,Baik
22,80,0,85,31,Sedang
49,2,32,10,15,Baik
50,114,227,80,102,Sangat_Tidak_Sehat
209,77,123,145,41,Sangat_Tidak_Sehat
17,8,24,39,13,Baik
210,236,56,65,208,Sangat_Tidak_Sehat
15,141,8,6,146,Tidak_Sehat
48,51,9,15,15,Sedang
97,82,34,67,68,Sedang
45,15,0,44,20,Baik
40,81,50,171,178,Tidak_Sehat
26,154,116,103,44,Tidak_Sehat
34,5,36,4,32,Baik
157,203,16,113,185,Sangat_Tidak_Sehat
34,295,252,295,133,Sangat_Tidak_Sehat
299,57,129,216,13,Sangat_Tidak_Sehat
44,32,5,23,18,Baik
20,149,13,41,14,Tidak_Sehat
496,462,385,242,478,Berbahaya
155,216,85,197,216,Sangat_Tidak_Sehat
13,35,68,74,23,Sedang
17,300,352,91,367,Berbahaya
62,77,11,76,40,Sedang
67,45,66,25,78,Sedang
90,54,56,5,0,Sedang
20,41,35,40,37,Baik
68,66,10,67,68,Sedang
12,57,17,126,121,Tidak_Sehat
48,20,34,31,29,Baik
155,21,15,224,99,Sangat_Tidak_Sehat
70,15,113,44,64,Tidak_Sehat
84,62,71,2,114,Tidak_Sehat
152,271,409,34,212,Berbahaya
27,91,117,101,6,Tidak_Sehat
15,66,48,120,57,Tidak_Sehat
23,49,48,50,31,Baik
50,111,185,185,64,Tidak_Sehat
95,99,99,54,78,Sedang
22,189,269,144,176,Sangat_Tidak_Sehat
100,60,182,296,305,Berbahaya
20,9,22,38,4,Baik
54,336,351,152,218,Berbahaya
62,269,277,189,74,Sangat_Tidak_Sehat
358,213,42,73,241,Berbahaya
62,18,90,136,147,Tidak_Sehat
65,322,235,16,13,Berbahaya
5,36,47,12,27,Baik
42,30,16,53,73,Sedang
16,93,13,10,27,Sedang
204,38,230,139,225,Sangat_Tidak_Sehat
81,49,51,85,139,Tidak_Sehat
164,457,207,15,299,Berbahaya
82,46,75,112,62,Tidak_Sehat
17,65,75,32,57,Sedang
81,56,6,131,47,Tidak_Sehat
53,48,3,161,90,Tidak_Sehat
5,136,12,40,127,Tidak_Sehat
80,60,11,195,146,Tidak_Sehat
12,91,245,266,267,Sangat_Tidak_Sehat
51,139,199,47,21,Tidak_Sehat
241,22,212,79,50,Sangat_Tidak_Sehat
211,201,97,115,196,Sangat_Tidak_Sehat
6,69,48,15,50,Sedang
207,75,6,193,59,Sangat_Tidak_Sehat
29,346,409,460,235,Berbahaya
426,119,402,117,0,Berbahaya
9,108,116,34,82,Tidak_Sehat
35,34,14,39,57,Sedang
277,316,231,232,79,Berbahaya
8,10,62,75,85,Sedang
18,16,92,75,48,Sedang
90,483,5,483,364,Berbahaya
8,119,19,105,108,Tidak_Sehat
1,112,64,129,19,Tidak_Sehat
10,48,60,170,360,Berbahaya
199,61,84,133,66,Tidak_Sehat
105,293,388,252,38,Berbahaya
274,196,291,220,9,Sangat_Tidak_Sehat
34,31,47,43,86,Sedang
1,242,126,45,193,Sangat_Tidak_Sehat
26,40,19,43,18,Baik
44,16,16,48,32,Baik
204,118,64,97,46,Sangat_Tidak_Sehat
7,25,35,65,27,Sedang
211,185,45,188,189,Sangat_Tidak_Sehat
27,43,43,19,29,Baik
49,41,7,49,20,Baik
50,18,44,6,46,Baik
454,446,74,198,411,Berbahaya
50,32,2,59,98,Sedang
54,55,19,14,17,Sedang
17,20,139,1,96,Tidak_Sehat
10,27,24,38,32,Baik
33,21,2,5,14,Baik
87,250,140,298,136,Sangat_Tidak_Sehat
35,8,44,45,41,Baik
87,112,183,209,208,Sangat_Tidak_Sehat
355,419,446,60,423,Berbahaya
59,50,20,88,64,Sedang
224,176,74,22,160,Sangat_Tidak_Sehat
38,36,20,4,52,Sedang
38,5,7,26,8,Baik
7,70,45,30,8,Sedang
45,155,235,59,281,Sangat_Tidak_Sehat
0,43,4,29,29,Baik
92,86,78,76,22,Sedang
3,71,164,158,177,Tidak_Sehat
259,166,121,94,24,Sangat_Tidak_Sehat
125,210,318,113,83,Berbahaya
25,82,340,172,281,Berbahaya
94,8,93,83,134,Tidak_Sehat
358,179,68,301,152,Berbahaya
132,246,381,167,496,Berbahaya
41,89,11,88,17,Sedang
47,20,76,55,58,Sedang
86,30,63,70,90,Sedang
50,28,23,51,24,Sedang
14,49,2,48,35,Baik
238,368,340,278,352,Berbahaya
86,4,206,137,170,Sangat_Tidak_Sehat
114,8,200,163,101,Tidak_Sehat
1,33,7,12,41,Baik
233,164,193,26,172,Sangat_Tidak_Sehat
46,33,10,35,50,Baik
24,21,26,48,12,Baik
10,23,35,39,23,Baik
66,148,132,118,85,Tidak_Sehat
208,64,61,261,133,Sangat_Tidak_Sehat
46,84,94,117,58,Tidak_Sehat
43,43,20,27,39,Baik
9,105,28,95,30,Tidak_Sehat
100,151,12,29,99,Tidak_Sehat
285,225,205,163,26,Sangat_Tidak_Sehat
50,58,16,42,30,Sedang
64,16,43,9,78,Sedang
86,94,23,68,40,Sedang
27,82,12,26,6,Sedang
349,221,349,143,328,Berbahaya
12,75,54,8,51,Sedang
109,34,52,116,2,Tidak_Sehat
54,84,18,227,102,Sangat_Tidak_Sehat
263,159,336,168,469,Berbahaya
32,39,38,17,39,Baik
50,87,7,37,82,Sedang
85,12,20,0,96,Sedang
65,74,10,7,115,Tidak_Sehat
67,64,102,56,96,Tidak_Sehat
163,133,13,160,70,Tidak_Sehat
410,129,240,133,156,Berbahaya
345,363,246,218,451,Berbahaya
33,17,33,10,40,Baik
301,158,267,149,128,Berbahaya
243,226,42,98,203,Sangat_Tidak_Sehat
244,95,157,69,37,Sangat_Tidak_Sehat
36,21,11,1,63,Sedang
42,154,50,4,204,Sangat_Tidak_Sehat
407,39,126,182,118,Berbahaya
44,42,43,32,16,Baik
102,227,246,36,51,Sangat_Tidak_Sehat
3,81,24,6,100,Sedang
49,22,12,94,3,Sedang
5,3,17,8,48,Baik
62,115,90,80,103,Tidak_Sehat
140,232,22,474,30,Berbahaya
23,122,108,73,65,Tidak_Sehat
77,58,51,18,20,Sedang
56,34,47,57,15,Sedang
8,25,1,19,27,Baik
183,179,259,67,201,Sangat_Tidak_Sehat
100,100,11,69,21,Sedang
142,243,263,173,110,Sangat_Tidak_Sehat
24,11,66,16,44,Sedang
7,4,8,0,35,Baik
250,136,317,294,490,Berbahaya
29,259,8,166,190,Sangat_Tidak_Sehat
148,240,122,68,288,Sangat_Tidak_Sehat
131,115,0,76,84,Tidak_Sehat
19,148,309,11,81,Berbahaya
375,283,329,132,124,Berbahaya
110,84,52,100,94,Tidak_Sehat
65,178,10,186,232,Sangat_Tidak_Sehat
19,28,23,17,9,Baik
111,250,229,210,240,Sangat_Tidak_Sehat
28,65,123,144,242,Sangat_Tidak_Sehat
17,29,17,45,46,Baik
121,11,84,2,199,Tidak_Sehat
386,90,376,213,187,Berbahaya
78,124,64,85,33,Tidak_Sehat
35,39,16,29,8,Baik
47,29,22,41,43,Baik
3,25,28,44,33,Baik
195,363,159,154,50,Berbahaya
36,35,34,18,19,Baik
205,331,10,46,2,Berbahaya
86,107,37,118,0,Tidak_Sehat
353,426,90,183,375,Berbahaya
44,18,33,12,80,Sedang
38,227,236,131,269,Sangat_Tidak_Sehat
178,75,163,115,60,Tidak_Sehat
9,17,21,82,117,Tidak_Sehat
441,64,146,56,475,Berbahaya
36,36,42,5,38,Baik
59,137,49,166,228,Sangat_Tidak_Sehat
141,23,48,287,412,Berbahaya
108,158,153,30,91,Tidak_Sehat
0,31,12,29,22,Baik
27,99,37,143,157,Tidak_Sehat
44,76,48,86,90,Sedang
54,14,74,33,1,Sedang
265,115,156,16,218,Sangat_Tidak_Sehat
3,0,7,28,38,Baik
22,26,33,45,37,Baik
38,27,2,19,5,Baik
26,4,19,10,9,Baik
25,40,44,25,46,Baik
25,24,11,4,33,Baik
124,13,133,134,145,Tidak_Sehat
11,16,5,32,4,Baik
175,180,182,219,188,Sangat_Tidak_Sehat
15,37,1,1,25,Baik
84,330,33,328,97,Berbahaya
46,11,4,63,30,Sedang
256,105,475,310,482,Berbahaya
279,248,126,29,23,Sangat_Tidak_Sehat
7,78,2,61,86,Sedang
262,270,304,202,223,Berbahaya
23,100,36,93,90,Sedang
35,32,23,38,33,Baik
36,7,41,48,27,Baik
136,141,78,127,21,Tidak_Sehat
18,30,50,4,18,Baik
29,237,172,228,46,Sangat_Tidak_Sehat
24,26,45,22,29,Baik
49,36,43,43,50,Baik
14,160,15,217,213,Sangat_Tidak_Sehat
175,135,142,175,66,Tidak_Sehat
13,71,60,14,96,Sedang
11,28,47,16,53,Sedang
338,191,178,385,431,Berbahaya
33,9,35,13,30,Baik
96,109,36,257,84,Sangat_Tidak_Sehat
5,175,146,102,87,Tidak_Sehat
259,247,40,183,34,Sangat_Tidak_Sehat
46,23,26,39,35,Baik
180,43,226,27,166,Sangat_Tidak_Sehat
7,98,92,75,13,Sedang
94,223,158,16,111,Sangat_Tidak_Sehat
94,39,194,3,30,Tidak_Sehat
25,288,49,251,35,Sangat_Tidak_Sehat
0,26,12,40,2,Baik
4,42,44,50,30,Baik
144,356,93,105,83,Berbahaya
24,2,31,2,26,Baik
139,143,3,218,161,Sangat_Tidak_Sehat
16,115,27,84,71,Tidak_Sehat
34,70,28,69,24,Sedang
157,76,84,172,180,Tidak_Sehat
57,95,416,259,72,Berbahaya
78,63,66,39,9,Sedang
102,125,154,191,112,Tidak_Sehat
110,103,116,106,33,Tidak_Sehat
265,51,142,280,206,Sangat_Tidak_Sehat
248,30,234,241,234,Sangat_Tidak_Sehat
65,75,39,72,75,Sedang
199,21,218,225,417,Berbahaya
367,101,412,405,98,Berbahaya
2,23,36,15,3,Baik
390,160,231,379,260,Berbahaya
4,17,97,36,93,Sedang
10,21,50,23,40,Baik
117,43,260,35,18,Sangat_Tidak_Sehat
10,31,9,21,16,Baik
184,157,29,165,57,Tidak_Sehat
253,375,58,324,85,Berbahaya
343,35,430,33,139,Berbahaya
94,132,116,76,54,Tidak_Sehat
379,95,144,384,432,Berbahaya
39,13,34,47,44,Baik
28,25,17,31,21,Baik
51,36,7,43,78,Sedang
424,451,341,416,104,Berbahaya
52,33,151,76,135,Tidak_Sehat
21,16,6,24,44,Baik
62,101,193,121,213,Sangat_Tidak_Sehat
25,50,4,28,36,Baik
38,19,4,0,29,Baik
26,7,45,24,16,Baik
372,371,81,246,233,Berbahaya
169,34,381,420,245,Berbahaya
56,39,51,209,15,Sangat_Tidak_Sehat
59,35,60,67,48,Sedang
24,32,37,40,7,Baik
10,45,49,20,20,Baik
10,53,63,7,39,Sedang
110,41,135,65,234,Sangat_Tidak_Sehat
141,272,224,182,290,Sangat_Tidak_Sehat
18,1,43,25,31,Baik
19,71,37,19,24,Sedang
184,79,12,83,310,Berbahaya
252,166,41,286,247,Sangat_Tidak_Sehat
94,232,178,212,2,Sangat_Tidak_Sehat
9,324,103,123,184,Berbahaya
23,15,49,58,37,Sedang
13,20,14,2,119,Tidak_Sehat
233,83,71,178,25,Sangat_Tidak_Sehat
67,47,45,47,38,Sedang
48,310,150,452,336,Berbahaya
122,68,168,178,202,Sangat_Tidak_Sehat
172,30,65,111,67,Tidak_Sehat
49,40,17,21,68,Sedang
62,17,62,27,61,Sedang
357,354,373,57,372,Berbahaya
53,381,431,467,303,Berbahaya
5,37,40,26,90,Sedang
14,48,23,3,11,Baik
0,25,13,37,36,Baik
65,135,198,221,184,Sangat_Tidak_Sehat
73,74,17,41,44,Sedang
46,6,43,7,46,Baik
98,56,76,67,77,Sedang
227,168,245,258,157,Sangat_Tidak_Sehat
120,251,150,32,135,Sangat_Tidak_Sehat
288,435,29,145,311,Berbahaya
217,227,289,250,40,Sangat_Tidak_Sehat
114,127,2,133,99,Tidak_Sehat
242,43,5,155,260,Sangat_Tidak_Sehat
326,139,66,311,17,Berbahaya
173,179,105,179,75,Tidak_Sehat
12,56,95,143,144,Tidak_Sehat
25,114,39,87,153,Tidak_Sehat
45,4,11,15,25,Baik
41,163,221,139,9,Sangat_Tidak_Sehat
91,52,11,12,73,Sedang
36,20,13,1,10,Baik
48,27,31,26,19,Baik
301,401,106,299,304,Berbahaya
16,258,11,85,179,Sangat_Tidak_Sehat
177,399,397,226,10,Berbahaya
215,318,327,81,13,Berbahaya
105,341,383,238,391,Berbahaya
294,57,292,15,92,Sangat_Tidak_Sehat
128,419,291,94,27,Berbahaya
321,217,232,11,82,Berbahaya
23,32,23,10,48,Baik
71,44,7,15,66,Sedang
428,284,278,340,158,Berbahaya
58,1,90,9,43,Sedang
290,110,67,464,372,Berbahaya
76,173,134,16,118,Tidak_Sehat
31,44,180,52,127,Tidak_Sehat
76,61,2,45,67,Sedang
64,293,104,180,104,Sangat_Tidak_Sehat
32,19,12,27,47,Baik
32,30,148,181,131,Tidak_Sehat
14,24,35,10,50,Baik
223,28,304,202,76,Berbahaya
286,353,71,97,86,Berbahaya
208,270,23,204,225,Sangat_Tidak_Sehat
249,192,277,394,467,Berbahaya
153,258,157,120,10,Sangat_Tidak_Sehat
77,214,181,204,194,Sangat_Tidak_Sehat
67,64,17,62,50,Sedang
133,216,256,177,246,Sangat_Tidak_Sehat
257,445,299,101,176,Berbahaya
40,11,34,42,0,Baik
222,99,72,45,194,Sangat_Tidak_Sehat
56,8,30,70,93,Sedang
139,201,405,23,372,Berbahaya
221,18,228,169,19,Sangat_Tidak_Sehat
323,131,409,65,399,Berbahaya
1,32,32,40,12,Baik
22,39,10,47,31,Baik
89,147,57,29,145,Tidak_Sehat
196,86,39,160,190,Tidak_Sehat
70,231,181,1,160,Sangat_Tidak_Sehat
0,15,38,4,21,Baik
25,33,29,57,20,Sedang
337,348,366,244,71,Berbahaya
88,40,139,114,140,Tidak_Sehat
12,92,24,137,71,Tidak_Sehat
40,11,25,45,33,Baik
104,300,309,107,160,Berbahaya
64,33,104,84,87,Tidak_Sehat
297,292,85,213,14,Sangat_Tidak_Sehat
72,90,3,20,108,Tidak_Sehat
37,13,67,21,66,Sedang
22,10,11,9,31,Baik
13,2,0,4,25,Baik
420,123,259,168,487,Berbahaya
302,400,386,238,345,Berbahaya
38,127,256,246,185,Sangat_Tidak_Sehat
46,37,14,20,34,Baik
127,2,87,93,7,Tidak_Sehat
177,203,30,99,61,Sangat_Tidak_Sehat
53,64,11,23,73,Sedang
71,25,40,37,10,Sedang
363,24,208,142,196,Berbahaya
38,13,30,4,34,Baik
82,27,13,43,29,Sedang
185,288,67,186,238,Sangat_Tidak_Sehat
95,166,320,330,355,Berbahaya
50,2,41,18,8,Baik
212,161,123,186,92,Sangat_Tidak_Sehat
31,270,247,145,142,Sangat_Tidak_Sehat
70,106,78,51,97,Tidak_Sehat
412,136,428,35,387,Berbahaya
